txid,amount,shopper_country,issuer_country,shopper_email,creation_date,card_number_hash,txvariantcode,bin,currency,fraud
404,943724,AU,AU,michael.fairfax@aol.com,14/10/2016 01:53 AM,95d1bff3ea3c427dcc,bcmc_mobile,329951,SEK,0
405,970093,DE,DE,herlinda.soltis@msn.com,14/10/2016 05:09 AM,47e4e3bcb21c90c62f,visacommercialdebit,747989,SEK,0
406,860612,DE,DE,noma.moxley@msn.com,14/10/2016 05:17 AM,05d00b60eed2dc8460,electron,488409,CAD,0
407,622135,SE,SE,jill.reza@yahoo.com,14/10/2016 05:24 AM,09c6091baf534bc975,mcpremiumcredit,400912,SEK,1
408,157246,CA,CA,alda.cloyd@msn.com,14/10/2016 05:32 AM,60dd8204c3af935545,mcstandarddebit,530310,CNY,0
409,121318,NI,NI,millicent.marini@hotmail.com,14/10/2016 06:28 AM,0143432d1f7d414243,amex_applepay,418475,CAD,0
410,881274,NL,NL,ardelia.mey@gmail.com,14/10/2016 06:36 AM,ae16cb235564e0b85f,visa_samsungpay,598676,NOK,0
411,401154,BE,BE,lavenia.jaffee@hotmail.com,14/10/2016 07:02 AM,5aa4f18908073f98e1,mccorporate,876142,SEK,0
412,913965,AU,BE,myrta.tynan@yahoo.com,14/10/2016 07:04 AM,28a60b318ef45f64c2,amex_samsungpay,761803,CAD,1
413,315542,NI,NI,lavenia.jaffee@yahoo.com,14/10/2016 08:14 AM,722b0926976be35294,mcalphabankbonus,188673,CNY,0
414,2392,NO,NO,bernadette.schildgen@yahoo.com,14/10/2016 08:29 AM,f5b4d530a4cad6c00b,visafleetdebit,694924,SEK,0
415,753338,RO,RO,shonda.nordstrom@gmail.com,14/10/2016 08:45 AM,43eb3792edeab3ae7d,amex_samsungpay,552059,CAD,0
416,400080,US,US,barbara.cullins@aol.com,14/10/2016 11:08 AM,e2392dec417c05956b,visapremiumdebit,643207,GBP,0
417,76963,UA,UA,annabel.stankiewicz@msn.com,14/10/2016 11:12 AM,2ec8f66840cbc04dc9,visacredit,865635,NOK,0
418,453346,FR,FR,toney.yale@aol.com,14/10/2016 12:03 PM,172cc3374c0bbe5b9f,visapurchasingdebit,805384,AUD,0
419,590901,FR,FR,claire.moir@aol.com,14/10/2016 12:46 PM,1a0eee0fc23d6619fa,amex_androidpay,511818,CNY,0
420,203800,CA,CA,charmain.elsen@aol.com,14/10/2016 12:46 PM,63e82b8247a061a153,mccorporatecredit,576657,CNY,0
421,732227,SE,SE,katharyn.cespedes@aol.com,14/10/2016 01:27 PM,129ec465433461b2d9,mcstandarddebit,559519,CAD,0
422,26203,CA,CA,caprice.graybeal@yahoo.com,14/10/2016 02:14 PM,c220db9f9e22722f5e,mc_androidpay,143622,GBP,0
423,366070,RO,RO,teresa.hilgefort@gmail.com,14/10/2016 03:00 PM,cdcd606a7739e94b18,visacommercialpremiumdebit,426139,NOK,0
424,292082,FR,FR,oda.schleich@yahoo.com,14/10/2016 04:06 PM,be03fd68d5025de15d,mcpremiumcredit,762032,CNY,0
425,177862,NL,BE,lieselotte.crichton@aol.com,14/10/2016 06:55 PM,8f846674cf8c7e1695,mcalphabankbonus,318112,CAD,0
426,167330,RO,RO,barbara.cullins@gmail.com,14/10/2016 07:07 PM,c5f854396da9132315,visastandardcredit,685473,SEK,0
427,716045,CA,CA,madelaine.tweed@gmail.com,14/10/2016 07:46 PM,42022a9c30e943a8d3,mcstandardcredit,124558,CAD,0
428,377851,UA,UA,noma.moxley@aol.com,14/10/2016 07:50 PM,f1850bf3d523735ecf,visaclassic,233338,GBP,0
429,464871,GB,GB,saundra.hershberger@hotmail.com,14/10/2016 10:38 PM,562f9d8b4e15316b2f,visaproprietary,402555,SEK,0
430,206603,RO,RO,magen.valentin@hotmail.com,14/10/2016 11:09 PM,3e92da52ad50377e0b,visapremiumdebit,500493,USD,0
431,933240,CN,CN,kimi.hobby@yahoo.com,14/10/2016 11:42 PM,e700d0b81ae5116e39,maestro,498272,NOK,0
432,887239,NI,NI,demetrice.lorenzo@gmail.com,15/10/2016 12:19 AM,3a32d500017c22ac29,mcatm,402180,NOK,1
433,685811,NL,NL,carter.gillies@aol.com,15/10/2016 12:27 AM,9e689d89b791670d69,maestro,363387,EUR,0
434,990641,BE,BE,lera.moretti@yahoo.com,15/10/2016 01:21 AM,41ead046b148e80ba2,mc_applepay,440185,CAD,0
435,606541,NI,NI,oda.schleich@hotmail.com,15/10/2016 01:31 AM,dc7e6c9c23e90d22d7,maestro,943376,USD,0
436,625594,CN,CN,maile.council@yahoo.com,15/10/2016 02:17 AM,a704e922c48ce4cc1d,visabusiness,449706,AUD,0
437,94609,AU,AU,roxie.palma@aol.com,15/10/2016 02:20 AM,688e775e8a40bcb9d8,mccommercialcredit,519461,SEK,0
438,23413,FR,FR,carter.gillies@yahoo.com,15/10/2016 03:31 AM,4782b79e4cc5ea2de7,visapurchasingcredit,355774,NOK,0
439,214044,SE,SE,jutta.festa@hotmail.com,15/10/2016 04:02 AM,64adc459eae4ca4a35,vpay,376662,EUR,0
440,643485,FI,GB,daren.burk@msn.com,15/10/2016 05:44 AM,078d777f8044b1fe0f,mcsuperpremiumcredit,153059,USD,1
441,299591,UA,UA,georgianne.patricia@msn.com,15/10/2016 06:05 AM,3fe157eab5bae08794,visacommercialdebit,802421,NOK,0
442,868448,FR,FR,barbara.cullins@aol.com,15/10/2016 07:29 AM,6505d6e7c6911a38ca,mcpremiumdebit,912084,NOK,0
443,483126,NI,NI,georgianne.patricia@hotmail.com,15/10/2016 07:52 AM,2176da8a95a1738efc,visastandardcredit,771793,GBP,0
444,735784,NI,NI,machelle.eastham@gmail.com,15/10/2016 07:58 AM,33b5c0c8f10529fcfc,amex_samsungpay,656095,SEK,0
445,39032,CA,FR,carmine.mach@gmail.com,15/10/2016 08:56 AM,6efaab3ffe8ab29fef,visacredit,301401,CNY,0
446,282236,RO,RO,minh.admire@hotmail.com,15/10/2016 09:01 AM,798a552a97b5d5ba95,visadebit,349705,AUD,0
447,326959,RO,RO,agatha.mcclendon@msn.com,15/10/2016 11:58 AM,4100c257d265db88f6,mc_applepay,162413,SEK,0
448,359611,GB,GB,eliana.hackman@aol.com,15/10/2016 12:23 PM,c92cecd8ce21f57421,visacommercialsuperpremiumcredit,374910,CAD,0
449,269734,UA,UA,ross.whitney@hotmail.com,15/10/2016 12:47 PM,78f2ba57e3a1c8ddfc,visacommercialpremiumcredit,433547,CNY,0
450,575760,FR,FR,claire.moir@aol.com,15/10/2016 01:20 PM,882ed0d6cfb33a80b8,visapurchasing,442293,AUD,0
451,111584,DE,DE,faye.lamy@msn.com,15/10/2016 01:36 PM,469064db582ea75e68,visaclassic,936828,NOK,0
452,62243,NI,NI,machelle.eastham@gmail.com,15/10/2016 02:13 PM,1878471a110e37b768,cirrus,288419,CAD,0
453,693029,CN,CN,michael.fairfax@yahoo.com,15/10/2016 03:44 PM,7e256630aaff5f0057,mcfleetcredit,747697,SEK,1
454,569126,NO,NO,annalisa.anger@msn.com,15/10/2016 04:11 PM,03989b09036d86998e,travelmoney,422587,GBP,0
455,235901,NI,NI,millicent.marini@hotmail.com,15/10/2016 05:21 PM,d2d58e387d885528af,mcfleetdebit,103855,NOK,0
456,41655,CN,CN,madelaine.tweed@aol.com,15/10/2016 07:54 PM,ea816ad0a39db6c1b0,visacommercialpremiumdebit,675515,EUR,0
457,81618,NO,NO,annika.locust@msn.com,15/10/2016 09:10 PM,f36fff629d029e35b5,visa_applepay,135222,CAD,0
458,524141,DE,US,noma.moxley@msn.com,15/10/2016 09:20 PM,990bb844ec7393d68b,visa_samsungpay,835619,NOK,0
459,230097,GB,GB,rubye.granado@hotmail.com,15/10/2016 09:46 PM,e1fb1ce2abbf0a72c1,mcpremiumcredit,399616,EUR,0
460,676627,GB,GB,beata.swanner@aol.com,15/10/2016 10:37 PM,ef219fa812ba09a836,mccorporate,729222,EUR,0
461,855099,CN,CN,faye.lamy@gmail.com,15/10/2016 11:02 PM,6653c3da5db784b59e,visacommercialpremiumcredit,436769,CAD,0
462,880516,CA,CA,hoa.duffer@msn.com,15/10/2016 11:24 PM,6e82459080cc73b258,mcstandardcredit,937589,AUD,0
463,270473,GB,CA,marta.nathaniel@yahoo.com,15/10/2016 11:27 PM,4b3910948ccccf37b4,visaproprietary,397535,GBP,0
464,747893,CA,CA,annika.locust@yahoo.com,16/10/2016 01:08 AM,43ab27b4e13be65a02,visafleetdebit,400456,USD,0
465,247077,CA,CA,roselia.stovall@gmail.com,16/10/2016 01:52 AM,48f121fb51d43916fd,mccorporatedebit,468332,GBP,0
466,274279,CA,CA,caprice.graybeal@yahoo.com,16/10/2016 02:22 AM,5594a16b24315fa2d2,visasignature,218109,CAD,0
467,243517,BE,BE,alda.cloyd@hotmail.com,16/10/2016 02:43 AM,54adbe00bb362f6792,visafleetcredit,777868,SEK,0
468,362584,DE,DE,lavenia.jaffee@msn.com,16/10/2016 03:59 AM,d7416da5521e945037,mcpremiumdebit,321874,SEK,1
469,582823,DE,DE,lavenia.jaffee@msn.com,16/10/2016 03:59 AM,a6b8f36619887563c2,mc,558948,NOK,1
470,539078,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:00 AM,d7416da5521e945037,mcpremiumdebit,321874,NOK,1
471,915140,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:00 AM,a6b8f36619887563c2,mc,558948,USD,1
472,704530,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:01 AM,d7416da5521e945037,mcpremiumdebit,321874,USD,1
473,178971,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:01 AM,68848099103e1accd7,visafleetcredit,405964,CNY,1
474,527025,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:01 AM,d7416da5521e945037,mcpremiumdebit,321874,NOK,1
475,588187,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:01 AM,68848099103e1accd7,visafleetcredit,405964,CAD,1
476,946125,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:02 AM,a6b8f36619887563c2,mc,558948,CAD,1
477,322042,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:03 AM,d7416da5521e945037,mcpremiumdebit,321874,EUR,1
478,600220,DE,DE,lavenia.jaffee@msn.com,16/10/2016 04:04 AM,a6b8f36619887563c2,mc,558948,CAD,1
479,40729,RO,RO,renay.samsel@hotmail.com,16/10/2016 05:59 AM,757fabb96ac62f7f66,mccorporatecredit,107834,EUR,0
480,495145,FR,FR,barbara.cullins@aol.com,16/10/2016 07:47 AM,6505d6e7c6911a38ca,mcpremiumdebit,912084,EUR,0
481,225867,GB,GB,saundra.hershberger@hotmail.com,16/10/2016 09:38 AM,562f9d8b4e15316b2f,visaproprietary,402555,AUD,0
482,624622,RO,RO,noma.moxley@yahoo.com,16/10/2016 10:16 AM,2bf089b235e9e40231,mcstandarddebit,314768,CAD,0
483,136536,NI,NI,toney.yale@gmail.com,16/10/2016 10:33 AM,e93c772c373e9e29a9,mcpro,166713,SEK,0
484,824936,UA,UA,deirdre.jahns@aol.com,16/10/2016 01:31 PM,1001a20e4cdeb68127,visabusiness,730125,AUD,0
485,573572,NI,NI,toney.yale@gmail.com,16/10/2016 01:46 PM,575e305486a86590a3,visacorporatecredit,809716,EUR,0
486,800434,CN,CN,trey.mikus@msn.com,16/10/2016 02:49 PM,31af615aafc598350a,mc,757938,AUD,0
487,463002,CA,CA,annalisa.anger@hotmail.com,16/10/2016 03:34 PM,70f2fe98612e4e4d25,maestro,448575,EUR,0
488,304248,UA,UA,annabel.stankiewicz@msn.com,16/10/2016 05:26 PM,5626ee489606aa8290,visaproprietary,278921,CAD,0
489,271246,NL,NL,fritz.burtch@msn.com,16/10/2016 05:44 PM,6e940fa2dc3c9e91ac,visa_applepay,938911,NOK,0
490,67334,DE,DE,machelle.eastham@hotmail.com,16/10/2016 07:08 PM,d4c34bc9c9b5dda8df,visasaraivacard,943102,USD,0
491,202889,US,US,preston.vartanian@aol.com,16/10/2016 07:38 PM,87827d3f4735a7b320,visaclassic,198449,EUR,0
492,208179,GB,GB,eliana.hackman@aol.com,16/10/2016 08:23 PM,96c3afbbb3a32034d7,mcstandarddebit,416642,USD,0
493,804853,NI,NI,oda.schleich@hotmail.com,16/10/2016 08:32 PM,dc7e6c9c23e90d22d7,maestro,943376,USD,0
494,167927,BE,BE,melany.waldrep@msn.com,16/10/2016 10:27 PM,03354a8b0d3fcf8a18,visapurchasing,992295,NOK,0
495,231818,CN,CN,arla.foronda@aol.com,16/10/2016 10:36 PM,2d8f043d35d92424b9,visasaraivacard,730619,CNY,0
496,898274,BE,BE,teressa.burbage@msn.com,16/10/2016 10:40 PM,b662dff4b86b0a6e4d,amex_androidpay,391839,USD,0
497,643729,CA,CA,madelaine.tweed@gmail.com,16/10/2016 11:06 PM,0fea799f33dfc58291,bcmc_mobile,782583,SEK,0
498,349792,CA,CA,carmine.mach@gmail.com,16/10/2016 11:40 PM,bd315a106e48105f03,mccommercialcredit,497924,NOK,0
499,763607,BE,BE,renay.samsel@yahoo.com,17/10/2016 01:02 AM,951b365d2ceb9bb8fb,visacommercialcredit,587054,SEK,0
500,426508,SE,SE,michael.fairfax@gmail.com,17/10/2016 01:17 AM,b2105c686b89339731,visaalphabankbonus,255114,EUR,0
501,850917,SE,SE,michael.fairfax@gmail.com,17/10/2016 01:58 AM,1c49f4fa3ac9e8d78e,amex_samsungpay,781290,EUR,0
502,752769,BE,BE,zoraida.durocher@yahoo.com,17/10/2016 02:15 AM,5f10cba9402d825c0c,mccommercialpremiumdebit,512264,CNY,0
503,183724,US,US,zoraida.durocher@gmail.com,17/10/2016 02:18 AM,e8d9e7de3910bb8067,mcalphabankbonus,689359,CNY,0
504,189260,UA,UA,sarita.surprenant@yahoo.com,17/10/2016 02:33 AM,40f7f1f38fd9a391b7,mcstandarddebit,470620,GBP,0
505,544896,FI,NO,daren.burk@msn.com,17/10/2016 04:20 AM,685992699cbc9d3cc3,visacommercialcredit,934561,GBP,1
506,883625,NI,NI,imogene.kasper@hotmail.com,17/10/2016 04:26 AM,f9efbcc97da339312b,mccorporatedebit,356828,GBP,0
507,919787,RO,RO,lorina.bechtel@aol.com,17/10/2016 05:27 AM,14396075e455df6970,visaproprietary,141394,EUR,0
508,721500,NL,NL,ardelia.mey@gmail.com,17/10/2016 05:50 AM,ae16cb235564e0b85f,visa_samsungpay,598676,AUD,0
509,708111,SE,SE,lieselotte.crichton@hotmail.com,17/10/2016 06:48 AM,9cde9ea205ad6bc34e,mccommercialpremiumdebit,105882,AUD,0
510,395731,CA,CA,sydney.rusek@aol.com,17/10/2016 08:07 AM,1bdfa71bc52fffd995,visadebit,812620,CNY,0
511,631360,NO,NO,beata.swanner@msn.com,17/10/2016 08:18 AM,be1bee688132694939,mcfleetcredit,113529,AUD,0
512,587001,CN,CN,minh.admire@aol.com,17/10/2016 09:05 AM,e586b2d8f43880a856,mcpremiumcredit,262257,GBP,0
513,177172,GB,CN,emma.willems@aol.com,17/10/2016 09:06 AM,5ada99b46b6a39dc18,mcdebit,598411,CAD,0
514,827156,CA,CA,wilton.krejci@msn.com,17/10/2016 09:20 AM,281cbbdca28911154a,"bijcard, mccommercialdebit",958588,SEK,0
515,159808,CN,CN,emma.willems@hotmail.com,17/10/2016 10:03 AM,bbfbdad424920f432f,mcpurchasingdebit,401337,EUR,0
516,588445,BE,BE,phil.moreau@yahoo.com,17/10/2016 10:22 AM,687d94c5d9616e310c,mcpurchasingcredit,133215,CAD,0
517,106969,UA,UA,noma.moxley@aol.com,17/10/2016 10:48 AM,f1850bf3d523735ecf,visaclassic,233338,SEK,0
518,548632,GB,GB,kemberly.clary@gmail.com,17/10/2016 11:37 AM,953d79838beddf2df3,mcpro,382765,CNY,0
519,113224,DE,DE,lavenia.jaffee@msn.com,17/10/2016 01:24 PM,a6b8f36619887563c2,mc,558948,NOK,1
520,877712,GB,GB,kemberly.clary@gmail.com,17/10/2016 01:50 PM,5730730d88c8fd9b8e,vpay,286455,GBP,0
521,556853,NO,NO,shonda.nordstrom@aol.com,17/10/2016 02:31 PM,62d76f3c2abca51a7c,visastandarddebit,166386,AUD,0
522,270091,NI,NI,judy.minix@msn.com,17/10/2016 02:54 PM,01038bc052a402a244,visa,462965,GBP,0
523,914208,US,US,preston.vartanian@aol.com,17/10/2016 03:58 PM,96722a46c6d398cd6c,visa,942146,CAD,0
524,3588,CN,CN,hoa.duffer@hotmail.com,17/10/2016 04:02 PM,ad4f55049faf7449db,visacorporatedebit,532834,SEK,0
525,433372,NI,NI,oda.schleich@yahoo.com,17/10/2016 04:10 PM,f2676c1c0062465dc6,cirrus,828083,CNY,0
526,150084,RO,RO,magen.valentin@yahoo.com,17/10/2016 04:48 PM,107d7e3ed66b2074b3,mcfleetcredit,532743,CNY,0
527,46008,FR,FR,oda.schleich@yahoo.com,17/10/2016 06:35 PM,be03fd68d5025de15d,mcpremiumcredit,762032,CNY,0
528,340962,UA,UA,annabel.stankiewicz@msn.com,17/10/2016 06:58 PM,d5e528b2db9ed4ce3b,mc_androidpay,280668,USD,0
529,156125,GB,GB,emma.willems@aol.com,17/10/2016 07:48 PM,8d965da539437f3b39,amex,631605,NOK,0
530,948395,BE,BE,zoraida.durocher@yahoo.com,17/10/2016 09:05 PM,5f10cba9402d825c0c,mccommercialpremiumdebit,512264,NOK,0
531,174889,AU,AU,fernando.canney@yahoo.com,17/10/2016 09:19 PM,f2eac8f98474155776,mcalphabankbonus,412690,EUR,0
532,804247,NO,NO,phil.moreau@gmail.com,17/10/2016 09:56 PM,1d75e6f106227af1f1,mcpro,226662,SEK,0
533,669110,FR,FR,adolfo.spurlock@aol.com,17/10/2016 10:17 PM,50c1315ad845c7a892,mccommercialcredit,941545,EUR,0
534,776846,RO,RO,noma.moxley@yahoo.com,17/10/2016 10:50 PM,bcf896b977b44ec709,bcmc_mobile,415842,CAD,0
535,469120,CA,CA,daren.burk@msn.com,17/10/2016 11:11 PM,57f996e5f389cd8393,visacorporatecredit,944504,GBP,0
536,22071,GB,GB,preston.vartanian@aol.com,17/10/2016 11:15 PM,6176a56a71e53bb4f5,mcsuperpremiumcredit,117581,EUR,0
537,444631,NI,NI,imogene.kasper@hotmail.com,17/10/2016 11:37 PM,b80b143eea6406a417,mc_androidpay,631304,USD,0
538,997812,DE,DE,alda.cloyd@msn.com,18/10/2016 12:14 AM,a86a3380ce626b6a80,visacorporate,695482,CNY,0
539,611352,BE,BE,lera.moretti@yahoo.com,18/10/2016 01:23 AM,ac938da9a60b099435,visapurchasingcredit,959935,GBP,0
540,183782,NI,NI,millicent.marini@hotmail.com,18/10/2016 01:46 AM,0143432d1f7d414243,amex_applepay,418475,USD,0
541,369627,FR,FR,oda.schleich@yahoo.com,18/10/2016 01:58 AM,d83258701099814d50,mc_androidpay,529268,AUD,0
542,73047,FR,AU,audrey.lentini@gmail.com,18/10/2016 03:55 AM,4193ad9a7c001bf03b,mcalphabankbonus,304167,USD,0
543,368163,FI,FI,herlinda.soltis@yahoo.com,18/10/2016 04:31 AM,2e2edf53123ad91387,travelmoney,162583,CNY,0
544,430353,DE,DE,faye.lamy@msn.com,18/10/2016 05:19 AM,08cd825a1478e0fb10,visafleetdebit,807830,USD,0
545,735669,CA,CA,conchita.brodeur@aol.com,18/10/2016 05:56 AM,c7b2662d630d75c8f6,visadankort,964941,GBP,0
546,560228,GB,GB,saundra.hershberger@hotmail.com,18/10/2016 07:18 AM,562f9d8b4e15316b2f,visaproprietary,402555,USD,0
547,408447,BE,BE,louvenia.regnier@hotmail.com,18/10/2016 07:47 AM,2afa187a40d089ba39,mcfleetdebit,629927,SEK,0
548,47263,NO,NO,kendra.kiss@hotmail.com,18/10/2016 08:51 AM,013431a21f30d9e71c,mcstandardcredit,462775,CNY,0
549,524121,AU,AU,marvel.hofmeister@yahoo.com,18/10/2016 08:54 AM,66c9d3b0b613a6aa01,mcfleetdebit,139812,SEK,0
550,102455,US,US,preston.vartanian@aol.com,18/10/2016 09:43 AM,c1e2b008f35d6c76dd,visacorporatedebit,230217,AUD,0
551,239531,GB,GB,marta.nathaniel@yahoo.com,18/10/2016 09:53 AM,51194401a002b04044,mc_androidpay,139024,SEK,0
552,1556,DE,DE,rashad.legendre@hotmail.com,18/10/2016 11:09 AM,0393b00d14842499ef,visasuperpremiumcredit,689048,EUR,0
553,772828,DE,DE,faye.lamy@aol.com,18/10/2016 11:13 AM,5959412fb3d88ef702,visapurchasing,903224,SEK,0
554,672715,CN,CN,demetrice.lorenzo@msn.com,18/10/2016 12:09 PM,40d3bb46ede7defefa,visasuperpremiumdebit,353409,EUR,0
555,394356,CN,US,trey.mikus@msn.com,18/10/2016 01:57 PM,12f06685a103b279c5,mc_applepay,102380,CNY,0
556,115776,CA,CA,annalisa.anger@hotmail.com,18/10/2016 02:03 PM,70f2fe98612e4e4d25,maestro,448575,USD,0
557,293465,AU,AU,concepcion.waldeck@gmail.com,18/10/2016 02:28 PM,e13c8631793026223f,visafleetcredit,962956,CAD,0
558,794594,NO,NO,ester.hooker@yahoo.com,18/10/2016 02:49 PM,57baafd7ef0c89e5d1,mc,268338,CNY,0
559,526705,CA,CA,tenesha.payer@msn.com,18/10/2016 03:11 PM,505fc8f9b6d1d7e01f,amex_applepay,558038,EUR,0
560,898687,UA,UA,ross.whitney@hotmail.com,18/10/2016 03:47 PM,78f2ba57e3a1c8ddfc,visacommercialpremiumcredit,433547,AUD,0
561,315021,UA,GB,brandee.solomon@aol.com,18/10/2016 04:23 PM,d45120e080a90fb9ea,visastandarddebit,811937,USD,1
562,981815,RO,RO,agatha.mcclendon@msn.com,18/10/2016 05:28 PM,4fbef03a3a1bc4afd4,mcalphabankbonus,781777,SEK,1
563,876075,RO,CN,jill.reza@msn.com,18/10/2016 08:40 PM,5a0ffc38fdc4fbba03,visacommercialdebit,334131,SEK,0
564,752793,NO,NO,melany.waldrep@gmail.com,18/10/2016 08:47 PM,e7f3f7254d0a2a34bb,visacorporate,112904,EUR,0
565,80770,NL,NL,agatha.mcclendon@msn.com,18/10/2016 09:48 PM,fcb6bb58b48278058b,visapurchasingdebit,599630,NOK,0
566,463119,FR,FR,oda.schleich@yahoo.com,18/10/2016 10:15 PM,be03fd68d5025de15d,mcpremiumcredit,762032,CNY,0
567,850529,AU,AU,pearl.letts@aol.com,18/10/2016 11:16 PM,42116d9f557980c9bc,visagold,913652,NOK,0
568,776090,CN,CN,daren.burk@gmail.com,19/10/2016 12:06 AM,2a123dfb9bf8dc1ca6,amex,253680,EUR,0
569,952015,SE,SE,katharyn.cespedes@aol.com,19/10/2016 12:44 AM,129ec465433461b2d9,mcstandarddebit,559519,GBP,0
570,651038,FR,FR,claire.moir@aol.com,19/10/2016 01:44 AM,1a0eee0fc23d6619fa,amex_androidpay,511818,CNY,0
571,868545,NO,NO,ester.hooker@yahoo.com,19/10/2016 02:20 AM,7df8ce2ece89e49928,mccorporatedebit,776673,NOK,0
572,481642,GB,GB,annika.locust@gmail.com,19/10/2016 02:35 AM,0fd6e404905091cfbd,visasuperpremiumcredit,170861,CAD,0
573,844596,FI,FI,lashay.creager@msn.com,19/10/2016 03:11 AM,d9f8d8c73acb148ae1,mcfleetcredit,142810,NOK,0
574,12472,DE,DE,faye.lamy@msn.com,19/10/2016 04:49 AM,08cd825a1478e0fb10,visafleetdebit,807830,EUR,0
575,311961,FR,FR,dorcas.cameron@msn.com,19/10/2016 05:55 AM,26444092efa92bc618,mcstandarddebit,748953,GBP,0
576,198137,CA,CA,rayford.vesey@aol.com,19/10/2016 06:03 AM,34cdadcf80deb2d5c0,visasuperpremiumdebit,494865,GBP,0
577,285966,SE,SE,temeka.atterbury@gmail.com,19/10/2016 07:27 AM,70b9c1d22979c70901,visapremiumcredit,426683,AUD,0
578,595928,CA,CA,katharyn.cespedes@gmail.com,19/10/2016 07:34 AM,34574ac77f14a7de33,mcpurchasingcredit,818126,USD,0
579,272164,NI,FI,alejandra.hollinger@yahoo.com,19/10/2016 07:54 AM,7a2195ce14732099da,mcdebit,385552,GBP,1
580,719141,NI,NI,adolfo.spurlock@msn.com,19/10/2016 08:27 AM,aa5a20043182376814,visa_androidpay,839648,CAD,0
581,26981,CA,CA,caprice.graybeal@yahoo.com,19/10/2016 08:28 AM,b2fbdfe8e21060ba66,visapurchasingcredit,180773,USD,0
582,600231,US,US,zoraida.durocher@gmail.com,19/10/2016 09:06 AM,b04ee328bdd99cc060,visasuperpremiumdebit,748204,GBP,0
583,107651,FR,FR,jacki.ulm@gmail.com,19/10/2016 10:49 AM,cdc7982c876cd4c3b2,mccommercialpremiumdebit,352998,EUR,0
584,181134,US,US,bertha.desir@gmail.com,19/10/2016 10:59 AM,6aff301d4151782e36,mc_samsungpay,981869,SEK,0
585,89270,CN,CN,minh.admire@aol.com,19/10/2016 11:38 AM,dd9b2b0a63212954eb,mcstandardcredit,781341,NOK,0
586,578688,US,US,pearl.letts@gmail.com,19/10/2016 11:42 AM,4c9c8cb0aa80966272,mcstandardcredit,785512,CAD,0
587,490887,FI,FI,hoa.duffer@yahoo.com,19/10/2016 03:43 PM,674d38ae1db50c58cb,visadankort,828132,SEK,0
588,282593,FR,FR,oda.schleich@yahoo.com,19/10/2016 03:54 PM,d83258701099814d50,mc_androidpay,529268,SEK,0
589,395431,DE,DE,herlinda.soltis@msn.com,19/10/2016 04:24 PM,47e4e3bcb21c90c62f,visacommercialdebit,747989,EUR,0
590,9343,RO,RO,jill.reza@gmail.com,19/10/2016 05:30 PM,9068c69375485af2bd,visaalphabankbonus,948587,NOK,0
591,164587,CN,CN,ross.whitney@msn.com,19/10/2016 05:40 PM,b24b399b2e86db5054,visacorporate,736460,USD,0
592,883786,SE,SE,katharyn.cespedes@aol.com,19/10/2016 06:21 PM,827d2ecaa515529b4c,mc,410566,GBP,0
593,523577,NO,NO,soon.steiger@aol.com,19/10/2016 06:21 PM,f03cd5ba983d200cbf,mcsuperpremiumdebit,888880,SEK,0
594,309440,CA,CA,adolfo.spurlock@gmail.com,19/10/2016 07:33 PM,5638618c7eb8c9912d,visahipotecario,967434,CNY,0
595,837515,US,US,fritz.burtch@hotmail.com,19/10/2016 07:41 PM,a5207fda26afdb9e0b,visaalphabankbonus,433138,SEK,0
596,452132,NI,NI,lavenia.jaffee@yahoo.com,19/10/2016 07:46 PM,04cfbcdcbdb37796fc,visacorporatecredit,734256,CNY,0
597,527616,BE,BE,louvenia.regnier@hotmail.com,19/10/2016 08:20 PM,2afa187a40d089ba39,mcfleetdebit,629927,GBP,0
598,679858,CN,CN,carlo.auslander@msn.com,19/10/2016 08:52 PM,1a196be1d3f3484326,visacorporatecredit,558551,USD,0
599,610581,FI,FI,sherice.tims@aol.com,19/10/2016 09:07 PM,abf926c057b2b89f9f,visadebit,944134,NOK,0
600,81245,BE,BE,jill.reza@yahoo.com,19/10/2016 10:25 PM,2e740bc080140e0ccf,visa,187578,CNY,0
601,879120,NI,NI,bryce.riffel@yahoo.com,19/10/2016 10:27 PM,b1b99279bf0b1c1ece,visabusiness,306302,SEK,0
602,625401,UA,UA,jacki.ulm@hotmail.com,20/10/2016 01:52 AM,ea7d9d8305cf2f841b,visadebit,303788,SEK,0
603,962409,FI,FI,sherice.tims@hotmail.com,20/10/2016 02:21 AM,e0f1b2375ed7423c45,visacommercialsuperpremiumcredit,641209,CAD,0
604,501518,RO,RO,jill.reza@msn.com,20/10/2016 02:28 AM,65274fac0c267924ec,visafleetdebit,666913,SEK,0
605,490872,SE,SE,marta.nathaniel@msn.com,20/10/2016 02:58 AM,417845e152addfde86,visapremiumdebit,138141,CNY,1
606,343883,CA,CA,rayford.vesey@hotmail.com,20/10/2016 03:44 AM,9a64bf77151329502e,mccommercialcredit,372645,USD,0
